id,latitude,longitude
59,55.79334532620707,-4.3052187624925375
60,55.784996449330016,-4.082518262203789
61,55.86482365717543,-4.074666870071636
62,55.9105439695851,-4.384534109666137
63,55.799715679086134,-4.188568421733812
64,55.90005630083831,-4.294022887833187
65,55.825739311866194,-4.210157383495828
66,55.88010014610652,-4.288014027401104
67,55.8836463272421,-4.377148406451105
68,55.805112935486264,-4.195982430231648
69,55.926518626786404,-4.256321117900257
70,55.903531180489075,-4.119171950823842
71,55.81502357146686,-4.260984914919316
72,55.894355058439295,-4.293143876300353
73,55.802464885461916,-4.242274834364846
74,55.88758181310247,-4.298575303236968
75,55.928290955083554,-4.2959623015823105
76,55.81096058143003,-4.368797105646973
77,55.848187501288685,-4.3631808239548375
78,55.81610352786555,-4.330910795148831
79,55.80703427065348,-4.1360773665849475
80,55.867781146319835,-4.233612892312958
81,55.79578956690847,-4.368290459919509
82,55.89787730612454,-4.077031107370425
83,55.807212895822516,-4.242612882195534
84,55.92209393969709,-4.157940141970138
85,55.791882650837024,-4.28147512844989
86,55.88043814367632,-4.104360473798184
87,55.90345994988174,-4.293652184560058
88,55.91230525016259,-4.108196424937476
89,55.905691379303505,-4.3852429216612405
90,55.82440211997022,-4.298242138123909
91,55.887104625653905,-4.201059285828646
92,55.92006797200308,-4.1952574221068515
93,55.794455110782295,-4.168374906306163
94,55.88003873447475,-4.304350182381346
95,55.88308048053683,-4.294210328576828
96,55.807792719086265,-4.323430637154925
97,55.901234673999916,-4.380968632189907
98,55.88049231589054,-4.293733205570284
99,55.8469714796176,-4.334108806216462
100,55.830671412114945,-4.195633651932573
101,55.89350845984679,-4.099445363541155
102,55.92592408664018,-4.179171340754611
103,55.849418274094084,-4.169566750359822
104,55.924133755751654,-4.226670311636796
105,55.88995713457192,-4.285031242761632
106,55.90528066541109,-4.131569818675146
107,55.87850608392288,-4.103517886631067
108,55.80799405798938,-4.284953473560454
109,55.90681566982205,-4.385279074380807
110,55.916237634416454,-4.222407816066865
111,55.91579895583781,-4.088621086891774
112,55.8275384791754,-4.350653065976025
113,55.79951528898167,-4.086662764633886
114,55.831024245961984,-4.244756518165482
115,55.86754360554832,-4.2143078261423845
116,55.857498596569904,-4.152122456117994
117,55.88095643501817,-4.32811659177277
118,55.852404336082124,-4.177570445500026
119,55.91169549549074,-4.359708873069639
120,55.92640787519779,-4.300990956079844
121,55.84019197366069,-4.205566157974415
122,55.866619942939494,-4.268153778778456
123,55.81327411986783,-4.2587495402872255
124,55.86022660117776,-4.154711133590585
125,55.8315227290535,-4.370420634377526
126,55.84074346341779,-4.172411658039648
127,55.88014124358211,-4.258666277618954
128,55.843415942989196,-4.105673330734953
129,55.83522057783537,-4.25736952395694
130,55.86467774065618,-4.2250953414252415
131,55.895366224998696,-4.231143624453162
132,55.81920459649808,-4.236238450921302
133,55.90079540250211,-4.206009410292495
134,55.86078490474355,-4.339631469507249
135,55.924999437053955,-4.191173279124663
136,55.81549096669224,-4.126910343137958
137,55.901355854930806,-4.207622057499793
138,55.84581655547563,-4.129576488296543
139,55.80470047644827,-4.291960781118721
140,55.89185394491289,-4.179857587296261
141,55.91859399996558,-4.3401659608951215
142,55.90671476836246,-4.3642865107142725
143,55.812733996519206,-4.1676130478949105
144,55.80939871413575,-4.276056954355674
145,55.88312869327199,-4.214542892826467
146,55.81534037495442,-4.283514492524949
147,55.87864379034378,-4.080636908866371
148,55.89423440492952,-4.2418874418647645
149,55.92796852989921,-4.3059704001930355
150,55.92895153496988,-4.082888064137351
151,55.790766759429424,-4.1352859623710545
152,55.808080415734224,-4.184105792933229
153,55.7982747224006,-4.393192410157265
154,55.81178474630603,-4.337962602706185
155,55.852972007755994,-4.353957895039276
156,55.797152036890715,-4.311451416173846
157,55.84839482833289,-4.1889265673730645
158,55.863839547528634,-4.387927326091926
159,55.80718235787558,-4.140487806234959
160,55.8296607577131,-4.218765551358871
161,55.826994945906215,-4.295404959002084
162,55.86124866544351,-4.307186036515638
163,55.89785716557036,-4.156645648865112
164,55.87774755531735,-4.342792329217214
165,55.92259641850896,-4.389236283866068
166,55.92621339590465,-4.2820478996479165
167,55.80660612206145,-4.094012410496262
168,55.84605439624201,-4.09192094471571
169,55.839619653643865,-4.120110474113336
170,55.850309516830194,-4.2176088373381315
171,55.85971342373431,-4.246748195156407
172,55.81574772844164,-4.150792968910081
173,55.80041195127493,-4.38063036796015
174,55.854874154639326,-4.092829020720908
175,55.80456076444065,-4.203157873727266
176,55.84723005082115,-4.330151260440623
177,55.88775631668876,-4.123428423568879
178,55.82857385936083,-4.129579652409029
179,55.87986539544308,-4.36272007519476
180,55.87973669437185,-4.215636550296906
181,55.81625213932491,-4.186860551793345
182,55.807555145354016,-4.201625161718039
183,55.855653988431015,-4.250533808562208
184,55.92963632606951,-4.381100658166308
185,55.87958106699591,-4.21986165885879
186,55.926478776456285,-4.127886630011083
187,55.822824272641775,-4.371094162561755
188,55.90291353127043,-4.341418089975496
189,55.78437024600116,-4.156926419796477
190,55.832154244931104,-4.1561720476648265
191,55.88310705812362,-4.084862107847263
192,55.856163338862665,-4.110333739241921
193,55.901851784981446,-4.1526520077212075
194,55.883711845846506,-4.182392741162416
195,55.83086049774819,-4.312434105301624
196,55.82184945970676,-4.176208567338996
197,55.88009750494633,-4.255964552703097
198,55.87413911675089,-4.369807111055967
199,55.863540719841545,-4.093406384811447
